name,email
"Vidyananda Vidyabhavan - Kottayam","vidyanandavidyabhavan@gmail.com"
"Vidyaniketan Public School - Kozhikode","remamv1226@yahoo.com"
"Vidyarambham Central School - Kollam","raveendranath6@gmail.com"
"Vidyasadan Central School - Thiruvananthapuram","vidyasadancentralschool@yahoo.co.in"
"Vidyatmika Public School - Kozhikode","sheejavalappil@gmail.com"
"Vidyodaya School - Ernakulam","esther.agnes145@gmail.com"
"Vijayagiri Public School - Thrissur","nmggeorge@email.com"
"Vijayamatha Public School - Alappuzha","neethuj18@gmail.com"
"Vijayamatha Public School - Idduki","SRLITTYUPPU@GMAIL.COM"
"Vijayamatha Public School - Idukki","vijayam.publicschool@gmail.com"
"Villa Nazareth English Medium School - Thiruvananthapuram","santiagocompostela19@yahoo.com"
"Vimal Jyothi Public School,Njarakad - Ernakulam","vimaljothin@gmail.com"
"Vimal Jyothy Central School - Thrissur","graceaneysabs@gmail.com"
"Vimala Central School - Kollam","pjkunnelvilla@gmail.com"
"Vimala Central School - Thrissur","KANNAMPILLYM@GMAIL.COM"
"Vimala English Vidyalaya - Thiruvananthapuram","vimalaevk@gmail.com"
"Vimala Public School - Ernakulam","srliseena1959@gmail.com"
"Vimala Public School - Idduki","elizecmc@yahoo.com"
"Vimala Public School . - Idukki","justycmc@gmail.com"
"Vimalagiri Public School - Ernakulam","jissysojan@gmail.com"
"Vimalagiri Public School - Thrissur","bindu_mon76@yahoo.com"
"Vimalambika Public English Medium School - Kottayam","ltlaisat@gmail.com"
"Vishwadeepti Vidyalaya Pub School - Ernakulam","santavijay@rediffmail.com"
"Viswa Prakash Central School - Thiruvananthapuram","vpcentralschool@yahoo.com"
"Viswabharathi Public School - Kannur","prabhakarant1959@gmail.com"
"Viswabharathy Public School - Thiruvananthapuram","viswabharathypublicschoolnta@gmail.com"
"Viswadarshini Public School - Thiruvananthapuram","linyeasow@gmail.com"
"Viswadeepthi Public School - Idduki","principal@viswadeepthi.com"
"Viswadeeptti English Medium School - Thiruvananthapuram","johnvarghese640@yahoo.com"
"Viswajyothi Public School - Ernakulam","jakcmi@gmail.com"
"Vivekananda Central School - Kollam","vivekanandacentralschool2009@gmail.com"
"Vivekananda Public School - Kottayam","klesgokak@sancharnet.in"
"Vivekananda Public School. - Ernakulam","rajeshksktm@yahoo.in"
"Vivekananda Vidyamandir - Kottayam","vivekananda.clp@gmail.com"
"Vyasa Vidya Bhavan - Thiruvananthapuram","sreepadamsreekumar@gmail.com"
"Vyasa Vidya Niketan Central School - Thrissur","rajipunchaparambil@gmail.com"
"Vyasa Vidya Peethom - Palakkad","devangopal@gmail.com"
"Vyasa Vidyalaya - Ernakulam","sreekumariem@gmail.com"
"Vyasa Vidyanikethan English Medium School - Ernakulam","remanimk2131@gmail.com"
"Wadi Rehma English School - Kozhikode","wadiprincipal@gmail.com"
"Winners Public School - Idduki","dhanyavinodks@gmail.com"
"Wmo Eng School - Wayanad","principalwmobathery@gmail.com"
"Wmo English Academy Orphanage English School - Wayanad","wmoea@rediffmail.com"
"Wmo English Academy, Vellamunda - Wayanad","zaharatasneem30@gmail.com"
"Wmo Green Mount School - Wayanad","shameergazali@gmail.com"
"Woodlem Park Public School - Kollam","principal@woodlempark.com"
"Yamaniyya English Medium School - Malappuram","ccaneeshkumar@gmail.com"
"Ymm Central School - Kollam","msisfi@yahoo.com"
"Zahra Public School - Kannur","razia.sajir@gmail.com"
"Zion Public School - Idukki","frsibytmcbs2006@gmail.com"
"THE INDIAN SCHOOL, DARSAIT, OMAN, 1551 Phone No:  Email ID:",""
"CORDOVA HSS, AMBALATHARA, POONTHURA., THIRUVANANTHAPURAM Phone No: 04712383839 Email ID: cordovahss@gmail.com","cordovahss@gmail.com"
"Little Flower Convent School Vellayani","lfcs.tvm@gmail.com"
"Holy Angel`s Convent H. S.","holyangels_tvpm@yahoo.co.in"
"Mar Gregorios E. M. H. S.","margregorios75@gmail.com"
"ROSAMISTICA  HSS, PULIMKUDY, TRIVANDRUM, 695521 Phone No: 04712268732 Email ID: rmohss@gmail.com","rmohss@gmail.com"
"MMR HSS, NEERAMANKARA, TRIVANDRUM, 40 Phone No: 04712490969 Email ID: mmrhsstvm@gmail.com","mmrhsstvm@gmail.com"
"Sr.Elizabeth Joel C S I E M H S S Attingal","Sr.elizabethcsischool@gmail.com"
"CARMEL HSS, VAZHUTHACAD, TRIVANDRUM, 695014 Phone No: 04712736025 Email ID: carmelghss@gmail.com","carmelghss@gmail.com"
"THE ENGLISH SCHOOL, UM-AL-QUWAIN, U.A.E., 129 Phone No: 97167649799 Email ID: teschool@emirates.net.ae","teschool@emirates.net.ae"
"RoseDale EM School Kallambalam","rosedalepublicschool@gmail.com"
"NIRMALA BHAVAN EM HSS, KAWDIAR, TRIVANDRUM, 695003 Phone No: 0471-2317772 Email ID: nirmalabhavanschool@gmail.com","nirmalabhavanschool@gmail.com"
"OUR LADY OF MERCY HSS, PUTHUKURISSI, TRIVANDRUM, 695303 Phone No: 04712428311 Email ID: ourladyputhucurichy@yahoo.com","ourladyputhucurichy@yahoo.com"
"Angels H. S. Poovar","angelsschoolpvr@yahoo.co.in"
"Roy Kintergaraden And L. P. S. Thirumala","preethasameeram@gmail.com"
"S. N. V. H. S. Chenkottukonam","sreeneelakanta@yahoo.com"
"St. Teresa of Avila School, Neyyattinkara","stavilanta@gmail.com"
"St.Thereses Convent Girls H.S.S, Neyyattinkara","st.theresesc@yahoo.in"
"DARSANA HSS, NEDUMANGADU, TRIVANDRUM, 695541 Phone No: 04722812564 Email ID: darsanaehssnedumangad@gmail.com","darsanaehssnedumangad@gmail.com"
"Iqbal E.M.L.P.S. Devappura","iqbal42640@gmail.com"
"St. Mary`s L. P. School Venniyoor","st.maryscentralschoolvenniyoor@gmail.com"
"Kannassa Mission Peyad","kannasamissionhs@gmail.com"
"Crescent H S Nedumangad","crescentrhs@gmail.com"
"TRINITY ENGLISH AND MALAYALAM MEDIUM HS EDACODE","trinityeducation1992@gmail.com"
"ST. THOMAS HSS, MUKKOLAKKAL, THIRUVANANTHAPURAM, 695044 Phone No: 04712511110 Email ID: sthsstvm@gmail.com","sthsstvm@gmail.com"
"SNEM LPS Uzhamalakkal","snenglishm@gmail.com"
"St. Mary`s LPS Pattom","stmarys.emlps@yahoo.com"
"St. Shantal L. P. S. Kowdiar","st.shantal@rediffmail.com"
"BEEMA MAHEEN HSS, BEEMAPALLY, TRIVANDRUM, 695008 Phone No: 0471-2500075 Email ID: bmbeemahss@gmail.com","bmbeemahss@gmail.com"
"MYSTICAL ROSE SCHOOL","rosamysticalcbsc@gmail.com"
"J. V. E. M. School Konchiravila","jvbems@yahoo.com"
"Jyothis Trinity School,Kovur,Varkala","jyothistrinity@gmail.com"
"S N E M H S Saradagiri Varkala","snemhs42083@yahoo.com"
"GEM KNOW MODEL HSS, MEL-VETTOOR, VARKALA, THIRUVAN, 695312 Phone No: 04702600601 Email ID: gkmhss@gmail.com","gkmhss@gmail.com"
"Vincenzo Maria Sarnelli English Medium School","vmsconvent@yahoo.in"
"St. Thomas L.P School Pothencode","stthomaslpspothencode@gmail.com"
"Vikas Bhavan H S Mithraniketan","vbhsmitra@yahoo.com"
"SREE VIDHYADHI RAJA VIDYANILAYAM HSS, NEYYATTINKARA, THIRUVANANTHAPURAM Phone No: 0471-2222489 Email ID: shreevidyadhiraja@gmail.com","shreevidyadhiraja@gmail.com"
"Chinmaya Vidyalayam Vazhuthacaud","chin_vcaud@yahoo.co.in"
"Shree Vidyadhi Raja Vidya Mandir Vellayambalam","www.vidyadirajatvm@yahoo.com"
"FR. PHILIP'S HSS, NELLIKODU, TRIVANDRUM, 695571 Phone No: 0471-2290925 Email ID: frphiliphss@gmail.com","frphiliphss@gmail.com"
"Sree Maruthi Ram Vidya Mandir","maruthiram2012@yahoo.com"
"Holy Cross L. P. S. Pottailkada","holycrossschool1993@gmail.com"
"Auxilium H. S. Vazhichal","auxiliumhsvazhichal@gmail.com"
"St. Xaviers's Eng Medium LPS Peyad","stxaviersconventlps@gmail.com"
"SSM HSS, KOCHALUMOODU, MUDAPURAM, CHIRAYINKIL, TRI, 695314 Phone No: 04702642663 Email ID: ssmhssmudapuram@gmail.com","ssmhssmudapuram@gmail.com"
"Muslim Association Model U. P. S. Thycadu","muslimassociationmodelschool@gmail.com"
"Karmalamatha E. M. S. Punnavoor","carmalamatha643@gmail.com"
"All Saints U. P. S. Manivila","allsaintsmanivila@gmail.com"
"Neo Dale Secondary School, Killi, Kattakada","neodaleschool@gmail.com"
"NAVABHARATH HSS, KIZHUVILAM.P.O, ATTINGAL, TRIVANDRUM, 695104 Phone No: 9447103877 Email ID: NAVABHARATHEMHSSATTINGAL@gmail.com","NAVABHARATHEMHSSATTINGAL@gmail.com"
"Ideal English school Njarayilkonam","idealenglishschool2015@gmail.com"
"HOLY TRINITY HSS, ALTHARA, SREEKARYAM, TRIVANDRUM, 695017 Phone No: 04712598279 Email ID: trinity.holytrinity@gmail.com","trinity.holytrinity@gmail.com"
"Bethlehem L. P. S. Sreekariam","bethlehemschool@gmail.com"
"Eskay Public School, Naruvamoodu","eskayps@gmail.com"
"A.G.J.M School Kariavattom","agjmskariavattom@gmail.com"
"Harvest MissionEMSchool Pongode","harvestmschool@gmail.com"
"SREE VIDHYADHI RAJA EM HSS, ATTINGAL, THIRUVANANTHAPURAM, 695101 Phone No: 0470-2624461 Email ID: attingalsvemhss@gmail.com","attingalsvemhss@gmail.com"
"St. Antonys U. P. S. Karakkamandapam","stantonysupskkm@gmail.com"
"S H C H S Anchuthengu","scrdheart@yahoo.com"
"Nazareth Home E.M.H.S Balaramapuram","nazarethomekc@yahoo.com"
"Daleview UPS Punalal","daleviewschool@gmail.com"
"KTCT EM HSS Kaduvayil","ktctemrhs@gmail.com"
"Good shepherd E. M. S Manappuram","goodshepherdups@gmail.com"
"Manarulhuda E M H S Nedumangad","mhhssndd@email.com"
"Stella Marys L. P. S. Nellimoodu","stellamarislps@gmail.com"
"S. R. K. S. T. S. Nettayam","srkstschool@hotmail.com"
"St. Marys U. P. S. Narippil Pappanamcode","ktc.sttresia@gmail.com"
"JYOTHI NILAYAM HSS, KAZHAKKOOTTAM, TRIVANDRUM, 695586 Phone No: 7025704296 Email ID: jyotinilayam@yahoo.com","jyotinilayam@yahoo.com"
"Nalanda Public School Vettiyara","nalandaschoolvettiyara@gmail.com"
"AL- UTH-UMAN ENGLISH MEDIUM HSS, KAZHAKKOOTTAM, TRIVANDRUM, 695582 Phone No: 04712418428 Email ID: aluthumanemhss@gmail.com","aluthumanemhss@gmail.com"
"LITTLE  FLOWER EM HSS, EDAVA, TVM, clubbed to 01028, 695311 Phone No: 0470-2660156 Email ID: edavalittleflower@gmail.com","edavalittleflower@gmail.com"
"SISUVIHAR EM School, Kilimanoor","sisuvlharkmr@gmail.com"
"St.Joseph EM School, Chemboor","sanjoschool11@yahoo.in"
"Model Public School,Anakuzhy","modelempublicschool@gmail.com"
"N.S.S. E. M. School Dhanuvachapuram","nssemhs44075@gmail.com"
"CHRIST NAGAR EM HSS, TRIVANDRUM, 695003 Phone No: 0471-2318482 Email ID: cnehss@gmail.com","cnehss@gmail.com"
"Moulana Azad H. S. Channankara","moulanaazad23@yahoo.com"
"HI Jama Ath School Idichakkaplamoodu","hijpubsch@yahoo.com"
"SARVODAYA VIDYALAYA HSS, NALANCHIRA, TRIVANDRUM, 15 Phone No: 04712530831 Email ID: sarvodayavidyalaya1973@gmail.com","sarvodayavidyalaya1973@gmail.com"
"Thunchan Smaraka English Medium H.S Ayranimuttom","tsemhs@yahoo.co.in"
"S. V. M. U. P. S. Koliyakode Nemom","svmupschool@yahoo.in"
"St.Josephs E. M. S Vavode","stjosephvavode@gmail.com"
"Sadanathil school Manamboor","sadanathil@gmail.com"
"Amritha Model E M School AttingaL","amritamodelschool96@gmail.com"
"St. Antony`s L. P. S. Vallakadavu","stantonyvisschool@gmail.com"
"A. N. S. M. E. M. L. P. S Thiruvallom","ansm.emschool@yahoo.in"
"Vimala Hridaya E.M. L.P.S. Udiyankulangara","tggracy@gmail.com"
"Amalagiri Bathany Vidyalaya Kulappada","amalagiribethany@gmail.com"
"LOURDE MOUNT HSS, VATTAPPARA, TRIVANDRUM, 695028 Phone No: 04722585034 Email ID: prinlourdes@yahoo.co.in","prinlourdes@yahoo.co.in"
"New Indian Model School Dubai UAE","corporateoffice@nimsuae.com"
"LOVEDALE CBSE HSS ATTINGAL","office@lovedaleschool.com"
"SANTHIGIRI VIDYABHAVAN HSS, SANTHIGIRI, THIRUVANANTHAPURAM, 695589 Phone No: 0471-2410514 Email ID: santhigirividyabhavanhss@gmail.com","santhigirividyabhavanhss@gmail.com"
"Infant Jesus U. P. S. Kuravankonam","infantjesuscs@gmail.com"
"NEW INDIAN MODEL HSS, SHARJAH, U.A.E., 3780 Phone No: 97165228035 Email ID: principal@nimsshj.com","principal@nimsshj.com"
"Azhoor Bhagavathy E M School Azhoor","azhoorbhagavathyschool@gmail.com"
"C. S. I. Kazhakuttom","csiskazhakuttom@gmail.com"
"The Model School Abu Dhabi UAE","themodel@eim.ae"
"NEW INDIAN HIGHER SECONDARY SCHOOL,RAS AL KHAIMAH, 5536 Phone No: 9712229993 Email ID: nis_rak@hotmail.com","nis_rak@hotmail.com"
"Salini Bhavan E M School Vamanapuram","sbschool.vprm@gmail.com"
"Sreevidhyadhi Raja Vidhyalayam Kalippankulam","sreevidyadhirajavidyalayam2014@gmail.com"
"Angel Montessori School Manamboor","rafeeksangels1964@gmail.com"
"B.F.M. RESIDENTIAL ENGLISH MEDIUM SCHOOL, PARASUVAIKAL","bfmschool@gmail.com"
"C. S. I E. M. L. P. S. Amaravila","csienglishmediumschool.amaravila@ymail.com"
"The New Indian School Umm Al Quwain","nisuaq@gmail.com"
"NEW INDIAN MODEL HSS, AL-AIN, UAE, 1549 Phone No: 97137811882 Email ID: principal@nimsalain.com","principal@nimsalain.com"
"M E S Indian School Doha Qatar","mesindia@qatar.net.qa"
"The Indian School Fujairah UAE","isf@emirates.net.ae"
"Gulf Model School Dubai UAE","gmschool@emirates.net.ae"
"Rosedale EM L P S","rose2748414@gmail.com"
"St.Antony`s L.P.S Nadukunnu","stantonysemschoolveliyam@gmail.com"
"MOUNT CARMEL EM HSS, MATHILAKOM, KOLLAM, 691502 Phone No: 04742585062 Email ID: 41046kollam@gmail.com","41046kollam@gmail.com"
"ST. JUDE'S HSS, ALUMOODU, MUKHATHALA, KOLLAM, 691577 Phone No: 04742503811 Email ID: stjudehss@gmail.com","stjudehss@gmail.com"
"M.G.E.M. U.P.S PATTAZHY","mgemupspattazhy@gmail.com"
"Mother Susan Memorial LPS Pathanapuram","mothersusanpathanapuram@gmail.com"
"ST.THERASA`S U.P.S KALAYAPURAM","sttheresasklpm@gmail.com"
"SABARIGIRI HSS, ANCHAL, KOLLAM, 691306 Phone No: 04752276904 Email ID: sabarigirihss@gmail.com","sabarigirihss@gmail.com"
"MES English School, Elampaloor, Kundara","mesenglishschool@gmail.com"
"PRNM Public School, Kunnikode","prnmpublicschool@gmail.com"
"S N E M H S Oachira","snemhss.oachira41106klm@gmail.com"
"St Andrew`s E M U P S Kundara","standrewsups@gmail.com"
"LOURD MATHA HSS, KOVILTHOTTAM, KOLLAM, 691583 Phone No: 0476-2680355 Email ID: lourdematha41013@gmail.com","lourdematha41013@gmail.com"
"PKJMHS Mulavana","pkjmschool@yahoo.co.in"
"St Mary`s EMHS Kundara","st.marys41110@gmail.com"
"St Margarete's E M L P S Kanjiracode","st.margaretsemlps.kanjiracode@gmail.com"
"B.M.M.C.S.P.M.H.S SASTHAMCOTTA","bmmcspmhs@gmail.com"
"MES E.M. School, Kandachira, Perinad","meskandachira@gmail.com"
"Mannam Memmorial Eng Medium L.P.S Padinjattinkara","mmemsktra@gmail.com"
"Peniel U P S Keralapuram","phskpm@gmail.com"
"Little Flower H.S Thrippilazhikom","39063kottarakara@gmail.com"
"Devi School, Chathannoor","vishnuvg1990@gmail.com"
"MES ENGLISH MEDIUM HSS, PANMANAM, KOLLAM, 691583 Phone No: 04762672641 Email ID: 41103klm@gmail.com","41103klm@gmail.com"
"Thekkan Guruvayoor English Medium High School","tgemsthevalakkara@gmail.com"
"Green Land National Open School, Ettinkadavu, Kadakkal","nationalopenschool123@gmail.com"
"VIVEKANANDA HSS, CHANGANKULANGARA, KOLLAM, 690528 Phone No: 04762690201 Email ID: vivekanandahss1@gmail.com","vivekanandahss1@gmail.com"
"Chaithanya LPS Valacode","chaithanyalps41@gmail.com"
"Mullickala EM School Mullickala","mestvk@gmail.com"
"KPM ENGLISH MEDIUM SCHOOL CHERYIAVELUNALLOOR","manager_kpm@yahoo.com"
"St.Joseph Convent Girls H.S.S Kollam","tuetstjosephkollam@gmail.com"
"Ushas School, Anchalamoodu, Kollam","ushusschool@gmail.com"
"Mount Carmel E M U P S Nanthrikkal","mckundara@yahoo.com"
"Devi Vilasam EM School, Thalavoor","deviemschool@gmail.com"
"M E S ENGLISH MEDIUM HIGH SCHOOL,KANNANALLOOR","messchoolknlr@gmail.com"
"MANOVIKAS SPECIAL SCHOOL","manovikas@gmail.com"
"NSS EM U.P.S. Kottiyam","mmnss@yahoo.com"
"NEHRU MEMORIAL HSS, KAITHAKUZHY,VELICHIKALA.P.O., KOLLAM, 691573 Phone No: 0474-2593369 Email ID: nehruschool@gmail.com","nehruschool@gmail.com"
"St.Mary's Betheny E.M. School, Manjakala","stmarysbethanymanjakala@gmail.com"
"Vidyarambham EM School Mynagappally","41353vidyarambhamems@gmail.com"
"St.Thevedorse L.P.S Madhavassery","lps@stthevodorosechurch.com"
"SDA HSS, KOTTARAKKARA, KOLLAM, 691531 Phone No: 04742454808 Email ID: sdaprinktr@yahoo.com","sdaprinktr@yahoo.com"
"St.John`s H.S Karuvelil","stjohnsschl@gmail.com"
"M E S English Medium School Mulankadakom","meswestschool@gmail.com"
"L.F.E.M.L.P.S. PUTHOOR","lpschoollittleflower@gmail.com"
"Christos Marthoma U.P.S Chathannoor","christosmarthoma@gmail.com"
"Rose Dale School, Umayanalloor","shefeekrdsu@gmail.com"
